ID,start_date,end_date ,duration,Info_source ,news_link ,continent,sub-region,country ,geo_scope,area_name ,ordered_by ,decision_maker,shutdown_type_new,affected_network,full or service-based,Facebook_affected,Twitter_affected,WhatsApp_affected,Instagram_affected,Telegram_affected,other_service_details (specify) ,SMS_and_phone_call_affected,telcos_involved ,gov_ack,official_just,other_just_details,off_statement,actual_cause,other_cause_details,election,violence,hr_abuse_reported,users_notified,users_affected/targetted ,legal_justif,legal_method ,telco_resp,telco_ ack,econ_impact,event ,an_link ,notes
144,6/22/2019,9/1/2019,71,News Media Article,"https://www.telenor.com/network-shutdown-in-myanmar-21-june-2019/?fbclid=IwAR0TEeNXgT1fp6Im2t0yE1-1KxJWbO1eVCuWgG3iQERSRSriJyoHxGo4ndo
Facebook Transparency Report",Asia Pacific,,Myanmar,Level  2,Rakhine and Chin States,Executive government,Myanmar Ministry of Transport and Communications (MoTC),Shutdown,Mobile,Full,FALSE,FALSE,FALSE,FALSE,FALSE,,,Telenor,Yes ,National Security / Counter-Terrorism,,,"Political Instability
",,No ,Yes ,Unknown,Yes ,Minority Groups,Unknown,,Yes ,https://www.telenor.com/network-shutdown-in-myanmar-21-june-2019/?fbclid=IwAR0TEeNXgT1fp6Im2t0yE1-1KxJWbO1eVCuWgG3iQERSRSriJyoHxGo4ndo,,,,
168,8/3/2019,1/25/2020,175,News Media Article,"https://www.news18.com/news/india/omar-abdullah-mehbooba-put-under-house-arrest-internet-services-snapped-as-kashmir-remains-tense-2257393.html

https://www.livemint.com/politics/news/clampdown-in-kashmir-to-be-lifted-in-phases-1565940804140.html

https://theprint.in/india/mobile-internet-services-again-snapped-in-jammu/278573/",Asia Pacific,,India ,Level  2,"Kashmir Valley, Jammu and Kashmir",State government,State Government,Shutdown,Mobile and broadband,Full,,,,,,,SMS and Phone call,BSNL,Yes ,Fake News / Hate Speech / Incendiary Content or Promoting Violence,,https://twitter.com/NetShutdowns/status/1217152823047024641,Political Instability,,No ,No ,Unknown,Unknown,Others,Yes ,Section 144 CrPC,Unknown,,,Internet and landline shutdown in the state of Jammu and Kashmir to ensure security and peace before scrapping Article 370 of the Indian constitution that provided special status to Jammu and Kashmir,,"Mobile and broadband Internet services were suspended in Jammu and Kashmir on August 4. This was accompanied by heavy deployment of local police and contingents of paramilitary forces. Curfew under Section 144 was imposed in Kashmir and various political leaders including Mehbooba Mufti, Omar Abdullah and Sajad Lone were put under house arrest. Widespread panic prevailed as families were not been able to reach their friends and family on the phone (mobile and landline).

On 17 August, 2G services were restored in 5 districts of Jammu i.e. Jammu, Samba, Kathua, Udhampur and Reasi . However they remained suspended in Poonch, Rajouri, Kishtwar, Doda and Ramba.

2G services were were also restored in 35 police stations and landlines under 17 telephone exchanges were restored in Kashmir Valley.

On 18 August, ban on 2G services that were started in parts of Jammu was restored. According to a news source phine internet services were restored in Doda, Kishtwar, Ramban, Rajouri and Poonch districts on 28 August.

As of August 30, phone lines are active in Jammu but Kashmir valley continues to face even phone communication blockade.

By 13 September, landlines were made fully functional in Jammu and Kashmir."
16,1/21/2019,1/21/2019,,News Media Article,"https://ooni.org/post/venezuela-blocking-wikipedia-and-social-media-2019/
https://netblocks.org/reports/venezuela-social-media-restricted-amid-caracas-incident-zgBLoXA4",South America,,"Venezuela, Bolivarian Republic of",Level 3,National ,Uknown ,,Shutdown,Mobile and broadband,Service-based,FALSE,TRUE,FALSE,TRUE,FALSE,,,CANTV,No,Unknown ,,,"Protests
",,No ,unknown ,unknown ,unknown ,,unknown ,,unknown ,,,,,
145,6/22/2019,,,News Media Article,"https://www.telenor.com/network-shutdown-in-myanmar-21-june-2019/?fbclid=IwAR0TEeNXgT1fp6Im2t0yE1-1KxJWbO1eVCuWgG3iQERSRSriJyoHxGo4ndo
Facebook Transparency Report",Asia Pacific,,Myanmar,Level 1,Rakhine ,Executive government,Myanmar Ministry of Transport and Communications (MoTC),Shutdown,Mobile,Full,FALSE,FALSE,FALSE,FALSE,FALSE,,,Telenor,Yes ,National Security / Counter-Terrorism,,,"Political Instability
",,No ,Yes ,Unknown,Yes ,Minority Groups,Unknown,,Yes ,https://www.telenor.com/network-shutdown-in-myanmar-21-june-2019/?fbclid=IwAR0TEeNXgT1fp6Im2t0yE1-1KxJWbO1eVCuWgG3iQERSRSriJyoHxGo4ndo,,,,
109,5/22/2019,5/23/2019,,Confidential,,Africa,,Malawi ,Level 3,National ,Non-government,Non-state actor affiliated with the state ,Shutdown,Mobile and broadband,Full,FALSE,FALSE,FALSE,FALSE,FALSE,,None,"Airtel (Bharti Airtel), TNM ",Yes ,Sabotage / Third-party Action,,,Election,,Yes ,Unknown,Unknown,Unknown,Others,Unknown,,Unknown,,,,,
141,6/22/2019,6/23/2019,,CSO KIO Partners ,"https://ioda.caida.org/ioda/dashboard#view=inspect&entity=country/CM&lastView=overview&from=1563814800&until=1563901200

https://www.dw.com/en/reports-of-fire-shots-at-cameroon-maximum-security-prison/a-49707633",Africa,,Cameroon,Level 3,National ,Executive government,,Shutdown,Mobile and broadband,Full,FALSE,FALSE,FALSE,FALSE,FALSE,,None,"CamTel, MTN,Nexttel (Viettel), Orange",No,Unknown ,,,Other,Prison riot,No ,Yes ,Yes ,No ,Others,No ,,Unknown,,,,,
7,1/2/2019,,,News Media Article,https://www.newsx.com/national/pulwama-encounter-2-civilians-killed-in-clashes-with-security-forces-internet-suspended-complete-shutdown-in-the-district,Asia Pacific,,India ,Level 1,"Pulwama, Jammu and Kashmir",State government,State government,Shutdown,Mobile and broadband,Full,FALSE,FALSE,FALSE,FALSE,FALSE,,None,,Yes ,Public Safety / Quell Unrest / Restore Public Order,,,Other,Military Action,No ,Yes ,Unknown,Unknown,Others,Unknown,,Unknown,,,"Gunfight between security forces and terrorists in Gulshanpora, Tral, Pulwama in which 2 terrorists were killed ",,
8,1/3/2019,,,News media Article,https://www.newsx.com/national/pulwama-encounter-2-civilians-killed-in-clashes-with-security-forces-internet-suspended-complete-shutdown-in-the-district ,Asia Pacific,,India ,Level 1,"Pulwama district, Jammu and Kashmir",State government,"Jammu and Kashmir State Government
",Shutdown,Mobile,Full,,,,,,,None,,Yes ,Other,Precautionary Measure ,,Other,Military Action,No ,Yes,Unknown,Unknown,Others,No,,Unknown,,,"Gunfight between security forces and terrorists in Gulshanpora, Tral, Pulwama in which 2 terrorists were killed - Encounter between security forcrs and terrorists in Aripal, Pulwama",,
9,1/5/2019,,,News Media Article,"https://freepresskashmir.com/2019/01/05/search-operation-launched-in-tral-internet-suspended-in-pulwama/

https://kashmirlife.net/tral-encounter-internet-services-suspended-in-pulwama-district-197179/",Asia Pacific,,India ,Level 1,"Pulwama district, Jammu and Kashmir",State government,Jammu and Kashmir State Government,Shutdown,Mobile,Full,FALSE,FALSE,FALSE,FALSE,FALSE,,None,,Yes ,Other,Precautionary Measure ,,Other,Military Action,No ,Yes,Unknown,Unknown,Others,No,,Unknown,,,Authorities on Saturday suspended the internet services in South Kashmir’s Pulwama district following an encounter between the government forces and militants at Aripal Tral area of Pulwama district.,,
12,1/9/2019,,,News Media Article,https://kashmirlife.net/internet-service-suspended-in-south-kashmirs-pulwama-197534/,Asia Pacific,,India ,Level 1,"Pulwama district, Jammu and Kashmir",State government,Jammu and Kashmir State Government,Shutdown,Mobile,Full,FALSE,FALSE,FALSE,FALSE,FALSE,,None,,Unknown ,Unknown,,,Other,Military Action,No ,Unknown,Unknown,Unknown,Others,No,,Unknown,,,,,
13,1/12/2019,,,News Media Article,"https://www.greaterkashmir.com/news/kashmir/two-militants-killed-in-kulgam-gunfight-internet-snapped/

https://freepresskashmir.com/2019/01/12/intense-clashes-erupt-near-kulgam-gunfight-site/

https://greaterkashmir.com/news/kashmir/shutdown-in-south-kashmir-s-shopian-internet-remains-suspended/309507.html",Asia Pacific,,India ,Level  2,"Anantnag, Kulgam, and Shopian, Jammu and Kashmir",State government,Jammu and Kashmir State Government,Shutdown,Mobile,Full,FALSE,FALSE,FALSE,FALSE,FALSE,,None,,Unknown ,Unknown,,,Other,Military Action,No ,Yes,Unknown,Unknown,Others,Unknown,,Unknown,,,"Internet shutdown in twin districts of Anantnag and Kulgam following the gunfight in which two militants were killed iin Katapora village of Yaripora in south Kashmir's Kulgam district.
",,
15,1/21/2019,,,News Media Article,"https://www.greaterkashmir.com/news/kashmir/budgam-gunfight-shutdown-clashes-internet-blockade-in-pulwama/310298.html

https://www.thedispatch.in/2-militants-killed-in-an-encounter-in-budgam/

https://www.thekashmirwalla.com/2019/01/budgam-gunfight-clashes-erupt-mobile-internet-suspended-in-district/",Asia Pacific,,India ,Level  2,"Pulwama and Budgam, Jammu and Kashmir",State government,Jammu and Kashmir State Government,Shutdown,Mobile,Full,FALSE,FALSE,FALSE,FALSE,FALSE,,None,,Yes ,Fake News / Hate Speech / Incendiary Content or Promoting Violence,,,Other,Military Action,No ,Yes,Unknown,Unknown,Others,Unknown,,Unknown,,,Internet shutdown in Pulwama after clashes broke out in south Kashmir's Pulwama district on Monday after the news about the death of three local militants in Budgam spread in the area.,,
17,1/22/2019,,,News Media Article,https://kashmirlife.net/shopian-gunfight-internet-service-suspended-in-district-199382/,Asia Pacific,,India ,Level 1,"Shopian, jammu and Kashmir",State government,Jammu and Kashmir State Government,Shutdown,Mobile,Full,FALSE,FALSE,FALSE,FALSE,FALSE,,None,,Yes ,Other,Precautionary Measure,,Other,Military Action,No ,Yes,Unknown,Unknown,Others,Unknown,,Unknown,,,"Authorities on Tuesday morning suspended the mobile internet service in south Kashmir’s Shopian district, following a gunfight in Heff Shirmal area of the district.",,
18,1/23/2019,,,News Media Article,https://www.greaterkashmir.com/news/kashmir/baramulla-gunfight-fallout-internet-suspended/310474.html,Asia Pacific,,India ,Level 1,"Baramulla, Jammu and Kashmir",State government,Jammu and Kashmir State Government,Shutdown,Mobile,Full,FALSE,FALSE,FALSE,FALSE,FALSE,,None,,Yes ,Other,Precautionary Measure,,Other,Military Action,No ,Yes,Unknown,Unknown,Others,Unknown,,Unknown,,,Internet service was suspended in north Kashmir’s Baramulla soon after a gunfight broke out between the militants and the government forces in the district.,,
20,1/25/2019,1/25/2019,,News Media Article,"https://ooni.org/post/venezuela-blocking-wikipedia-and-social-media-2019/
https://apnews.com/d99b8fe46b434d3bb966b7531e04bf6e",South America,,"Venezuela, Bolivarian Republic of",Level 3,National ,Uknown ,,Shutdown,Mobile and broadband,Service-based,FALSE,FALSE,FALSE,TRUE,FALSE,,,CANTV,No,Unknown ,,,Unknown ,,No ,unknown ,unknown ,unknown ,,unknown ,,unknown ,,,,,
22,1/26/2019,1/26/2019,,News Media Article,"https://ooni.org/post/venezuela-blocking-wikipedia-and-social-media-2019/
https://apnews.com/d99b8fe46b434d3bb966b7531e04bf6e",South America,,"Venezuela, Bolivarian Republic of",Level 3,National ,Uknown ,,Shutdown,Mobile and broadband,Service-based,TRUE,TRUE,FALSE,TRUE,FALSE,,,CANTV,No,Unknown ,,,"Information Control
",,No ,unknown ,unknown ,unknown ,,unknown ,,unknown ,,,,,
23,1/29/2019,Unkown ,,News Media Article,http://adengd.net/news/363330,MENA ,,Yemen ,Level 1,Mukalla,Non-government,Unknown ,Shutdown,Broadband,Full,FALSE,FALSE,FALSE,FALSE,FALSE,,None,,Unknown ,Unknown,,,Unknown,,Unknown,Unknown,Unknown,Unknown,,Unknown,,Unknown,,,,,
24,2/1/2019,,,News Media Article,https://newsroompost.com/india/2-jem-militants-killed-in-jk-mobile-internet-facility-suspended-in-pulwama-and-shopian-districts/430493.html,Asia Pacific,,India ,Level  2,"Pulwama and Shopian, Jammu and Kashmir",State government,Jammu and Kashmir State Government,Shutdown,Mobile,Full,FALSE,FALSE,FALSE,FALSE,FALSE,,None,,Unknown ,Unknown,,,Other,Military Action,No ,Yes,Unknown,Unknown,Others,Unknown,,Unknown,,,Internet shutdown in Pulwama and Shopian in South Kashmir after security forces gunned down two LeT militants and carried out a search operation in the area,,
26,2/6/2019,,,News Media Article,https://greaterkashmir.com/news/kashmir/internet-snapped-in-pulwama-after-lashkar-commander-killed-in-shootout/312042.html,Asia Pacific,,India ,Level 1,"Pulwama, Jammu and Kashmir",State government,Jammu and Kashmir State Government,Shutdown,Mobile,Full,FALSE,FALSE,FALSE,FALSE,FALSE,,None,,Unknown ,Unknown,,,Other,Military Action,No ,Unknown,Unknown,Unknown,Others,Unknown,,Unknown,,,Internet Shutdown in Pulwama district of South Kashmir after security forces gunned down a terrorist in Chakoora village of Pulwama,,
27,2/10/2019,,,News Media Article,http://www.uniindia.com/3-militants-killed-in-ongoing-kulgam-encounter/north/news/1494948.html,Asia Pacific,,India ,Level 1,"Kulgam, Jammu and Kashmir",State government,Jammu and Kashmir State Government,Shutdown,Mobile,Full,FALSE,FALSE,FALSE,FALSE,FALSE,,None,,Yes ,Fake News / Hate Speech / Incendiary Content or Promoting Violence,,,Other,Military Action,No ,Yes,Unknown,Unknown,Others,Unknown,,Unknown,,,Internet Shutdown in Kulgam district od South Kashmir to ensure safety and prevent spread of rumours after the security forces gunned down three terrorists and carried out a search operation in the area.,,
29,2/12/2019,,,News Media Article,"http://www.uniindia.com/news/north/encounter-in-pulwama-2-militants-killed-two-jawans-martyred/1496802.html

https://www.thehansindia.com/posts/index/Latest-News/2019-02-12/2-soldiers-militant-killed-in-JK-gunfight/493242",Asia Pacific,,India ,Level 1,"Pulwama, Jammu and Kashmir",State government,Jammu and Kashmir State Government,Shutdown,Mobile,Full,FALSE,FALSE,FALSE,FALSE,FALSE,,None,,Unknown ,Unknown,,,Other,Military Action,No ,Yes,Unknown,Unknown,Others,Unknown,,Unknown,,,Internet shutdown after two militants were killed and two soldiers were martyred in a fierce encounter ensured during a Cordon and Search Operation (CASO) in Pulwama district,,
31,2/12/2019,,,News Media Article,http://www.uniindia.com/news/north/encounter-in-pulwama-2-militants-killed-two-jawans-martyred/1496802.html,Asia Pacific,,India ,Level 1,"Pulwama district, Jammu and Kashmir",State government,State Government,Shutdown,Mobile,Full,,,,,,,None,,Unknown ,Other,Precautionary Measure,,Other,Military Action,No ,Yes ,Unknown,Unknown,Others,Unknown,,Unknown,,,Internet shutdown after two militants were killed and two soldiers were martyred in a fierce encounter ensured during a Cordon and Search Operation (CASO) in Pulwama district,,
36,2/21/2019,2/21/2019,,Other,https://transparency.facebook.com/internet-disruptions,Africa,,Algeria,Level 3,National ,Executive government,,Shutdown,Mobile and broadband,Service-based,TRUE,FALSE,FALSE,FALSE,FALSE,,,,Unknown ,Unknown ,,,"Protests
",,No ,Unknown,Unknown,Unknown,,Unknown,,Unknown,,,,,
38,2/22/2019,,,News Media Article,https://indianexpress.com/article/india/sopore-encounter-live-updates-jammu-and-kashmir-5595723/,Asia Pacific,,India ,Level 1,"Sopore, Jammu and Kashmir",State government,State Government,Shutdown,Mobile and broadband,Full,FALSE,FALSE,FALSE,FALSE,FALSE,,None,,Yes ,Other,Precautionary Measure,,Other,Military Action,No ,Yes,Unknown,Unknown,Others,Yes,"Section 144 of CrPC
",Unknown,,,Internet shutdown in Sopore town following an encounter in which two terrorists were neutralised by the security forces.,,
40,2/23/2019,,,News Media Article,"https://www.greaterkashmir.com/(X(1)S(pesdra55wmmyjbyqvfn0l545))/news/pir-panjal/mobile-internet-service-remains-suspended-in-rajouri-poonch/314087.html

https://indianexpress.com/article/india/jk-section-144-in-poonch-rajouri-after-shops-vehicles-set-on-fire-5598369/",Asia Pacific,,India ,Level 1,"Rajouri and Poonch, Jammu and Kashmir",Local government,District police,Shutdown,Mobile,Full and Service-based,TRUE,FALSE,TRUE,FALSE,FALSE,,None,,Yes ,Other,Precautionary Measure,,Communal Violence,,No ,Yes,No,Yes,Others,Yes,"Section 144 of CrPC
",Unknown,,,"Internet shutdown in twin districts of Rajouri and Poonch after making apprehensions of some law and order problem, following setting ablaze of two shops in Medhar town. Jammu District Magistrate Ramesh Kumar had also asked admins of all WhatsApp groups in the area to register themselves with the police stations concerned and put some restrictions on putting up messages on the medium for the time being.",,
41,2/28/2019,2/28/2019,,CSO KIO Partners ,https://twitter.com/vesinfiltro/status/1100887637395734529,South America,,"Venezuela, Bolivarian Republic of",Level 3,National ,Uknown ,,Shutdown,Mobile and broadband,Service-based,FALSE,TRUE,FALSE,FALSE,FALSE,,,CANTV,No,Unknown ,,,"Information Control
",,No ,unknown ,unknown ,unknown ,,unknown ,,unknown ,,,,,
42,3/1/2019,3/1/2019,,News Media Article,"https://netblocks.org/reports/algeria-internet-disruptions-during-re-election-protests-eQyKwOyD

https://qz.com/africa/1563958/algeria-shuts-internet-amid-anti-bouteflika-election-protests/",Africa,,Algeria,Level 3,"Bordj Menaiel, parts of the capital, and Tizi Ouzou",Executive government,,Shutdown and throttle,Mobile and broadband,Full,FALSE,FALSE,FALSE,FALSE,FALSE,,None,Algeria Telecom,Unknown ,Fake News / Hate Speech / Incendiary Content or Promoting Violence,stop the flow of information and coverage of the protestors’ demands,,Protest,,No,No,Unknown,Unknown,,No,,Yes,https://qz.com/africa/1563958/algeria-shuts-internet-amid-anti-bouteflika-election-protests/,,Internet disruption continues to spread across Algeria as public demonstrations calling on president Abdelaziz Bouteflika to vacate office intensify.,,
43,3/1/2019,,,News Media Article,https://kashmirlife.net/high-speed-internet-services-suspended-in-kashmir-parts-2-203370/,Asia Pacific,,India ,Level  2,"Srinagar, Islamabad, Shopian, Pulwama and Kulgam districts of south Kashmir, Jammu and Kashmir",State government,State government,Shutdown and throttle,Mobile and broadband,Full,FALSE,FALSE,FALSE,FALSE,FALSE,,None,,Yes ,Public Safety / Quell Unrest / Restore Public Order,Precautionary Measure,,Political Instability,,No ,No,Unknown,Unknown,Others,Yes,"Section 144 of CrPC
",No,,,Internet shutdown in Srinagar and parts of Kashmir valley as a Precautionary Measure to ensure law and order in the wake of the ban imposed on Jama’at-e-Islami (JeI) outfit by the home ministry last night and restrictions in parts of Kashmir.,,
44,3/1/2019,,,News Media Article,https://www.hindustantimes.com/india-news/three-security-personnel-killed-in-encounter-with-militants-in-jammu-and-kashmir-s-kupwara/story-aL0XNLboZ0CfJdZ2EPEddP.html,Asia Pacific,,India ,,"Handwara and Sopore, north Kashmir",State government,State government,Shutdown,Mobile and broadband,Full,FALSE,FALSE,FALSE,FALSE,FALSE,,None,,Yes ,Other,Precautionary Measure,,Other,Military Action,No ,Yes,Unknown,Unknown,Others,Unknown,,No,,,"Internet shutdown in Handwara and Sopore after a search operation turned into an encounter after militants opened fire at the security forces, who retaliated. ",,
45,3/3/2019,3/3/2019,,CSO KIO Partners ,https://twitter.com/vesinfiltro/status/1102594584448811008,South America,,"Venezuela, Bolivarian Republic of",Level 3,National ,Uknown ,,Shutdown,Mobile and broadband,Service-based,FALSE,TRUE,FALSE,FALSE,FALSE,,,CANTV,No,Unknown ,,,"Information Control
",,No ,unknown ,unknown ,unknown ,,unknown ,,unknown ,,,,,
46,3/5/2019,,,News Media Article,https://www.thedispatch.in/encounter-ensued-in-tral-mobile-data-suspended/,Asia Pacific,,India ,Level 1,"Mir Mohalla, Jammu and Kashmir",State government,,Shutdown,Mobile,Full,FALSE,FALSE,FALSE,FALSE,FALSE,,None,,Unknown ,Other,Precautionary Measure,,Other,Military Action,No ,Yes,Unknown,Unknown,Others,Unknown,,No,,,"Internet shutdown in Tral town after the militants fired at the security forces triggering the gunfight, following a search operation carried out by the security forces.",,
47,3/7/2019,,,News Media Article,http://www.uniindia.com/militant-killed-in-kupwara-encounter-operation-on/north/news/1520689.html,Asia Pacific,,India ,Level 1,"Handwara, Jammu and Kashmir",State government,State government,Shutdown,Mobile,Full,FALSE,FALSE,FALSE,FALSE,FALSE,,None,,Yes ,Fake News / Hate Speech / Incendiary Content or Promoting Violence,Precautionary Measure,,Other,Military Action,No ,Yes,Unknown,Unknown,Others,Unknown,,No,,,Internet Shutdown in Handwara as a Precautionary Measure to ensure safety and prevent spread of rumours after after a terrorist was neutralised by the security forces,,
48,3/10/2019,,,News Media Article,http://www.uniindia.com/news/north/tral-encounter-three-militants-dead-operations-on/1524591.html,Asia Pacific,,India ,Level 1,"Tral, Jammu and Kashmir",State government,State government,Shutdown,Mobile,Full,FALSE,FALSE,FALSE,FALSE,FALSE,,None,,Unknown ,Fake News / Hate Speech / Incendiary Content or Promoting Violence,Precautionary Measure,,Other,Military Action,No ,Yes,Unknown,Unknown,Others,Unknown,,No,,,"Internet shutdown in Tral town as a Precautionary Measure to prevent spread of rumours and ensure safety after three militants were neutralised by security forces, following a Cordon and Search operation (CASO)",,
49,3/11/2019,Unkown ,,News Media Article,http://adengd.net/news/372861,MENA ,,Yemen ,Level 1,Hajjour regions,Non-government,Houthi militias ,Shutdown,Mobile and broadband,Service-based,,,,,,,None,,Unknown ,Unknown,,,Unknown,,Unknown,Unknown,Unknown,Unknown,,Unknown,,Unknown,,,,,
50,3/16/2019,,,News Media Article,https://kashmirlife.net/yaripora-shootout-internet-services-suspended-in-kulgam-204731/,Asia Pacific,,India ,Level 1,"Kulgam, Jammu and Kashmir",State government,State government,Shutdown,Mobile and broadband,Full,FALSE,FALSE,FALSE,FALSE,FALSE,,None,,Yes ,Public Safety / Quell Unrest / Restore Public Order,Precautionary Measure,,Other,Military Action,No ,Yes,Unknown,Unknown,Others,Unknown,,No,,,Internet Shutdown in Kulgam district as a Precautionary Measure to ensure proper law and order following a  shootout at Kujar Yaripora village of Kulgam.,,
51,3/16/2019,,,News Media Article,"https://www.znak.com/2019-03-25/zhitel_ingushetii_podal_isk_k_fsb_i_mvd_iz_za_otklyucheniy_interneta_v_dni_protestnyh_akciy
",Europe,,Russia,Level 1,Ingushetia,Executive government,Communications Authority ,Shutdown,Mobile and broadband,Full,FALSE,FALSE,FALSE,FALSE,FALSE,,,,Unknown ,Unknown,,,"Protests
",,No ,Unknown,Unknown,Unknown,Others,No,https://www.znak.com/2019-03-25/zhitel_ingushetii_podal_isk_k_fsb_i_mvd_iz_za_otklyucheniy_interneta_v_dni_protestnyh_akciy,Unknown,,,"Murad Khazbiev, a resident of Ingushetia, who participated in protests against changing the border with Chechnya, filed a lawsuit against the FSB and the Ministry of Internal Affairs in the Magassky District Court due to Internet outages during the rally.

Khazbiev demands to recognize the actions of law enforcement agencies illegal, because of which the residents of Ingushetia did not have the Internet on June 8, October 4-17, November 27, 2018, and March 16, 2019.",,
52,3/18/2019,,,News Media Article,http://www.uniindia.com/news/north/sf-launch-caso-in-pulwama-clashes-erupt/1532351.html,Asia Pacific,,India ,,"Pulwama, Jammu and Kashmir",State government,State government,Shutdown,Mobile,Full,FALSE,FALSE,FALSE,FALSE,FALSE,,None,,Yes ,Fake News / Hate Speech / Incendiary Content or Promoting Violence,Precautionary Measure,,Other,Military Action,No ,Yes,Unknown,Unknown,Others,Unknown,,No,,,Internet shutdown in Pulwama foellowing clashes erupted during the search operation that was carried out by the security forces,,
53,3/19/2019,,,News Media Article,"https://kashmirreader.com/2019/03/20/custodial-killing-of-school-teacher-kashmir-shuts-in-protest-train-services-mobile-internet-suspended/

https://www.business-standard.com/article/news-ians/violence-as-man-dies-in-police-custody-in-srinagar-119031900621_1.html

https://www.aljazeera.com/news/southasia/2019/03/clashes-kashmir-teacher-dies-police-custody-190319133729126.html

https://sputniknews.com/asia/201903191073363413-kashmiri-youth-dies-custody/",Asia Pacific,,India ,Level  2,"Srinagar, Budgam, Awantipora and adjoining areas, southern Pulwama district, Parts of Kashmir Valley, Jammu and Kashmir",State government,State government,Shutdown and throttle,Mobile,Full,FALSE,FALSE,FALSE,FALSE,FALSE,,None,,Yes ,Public Safety / Quell Unrest / Restore Public Order,Precautionary Measure,,Other,Police bruitality,No ,Yes,Yes,Unknown,Others,Unknown,,No,,,"Following the custodial death of 28 year old, Rizwan Asad Pandit, in Pulwama district of Jammu & Kashmir, clashes broke out between security forces and stone-pelting youths. In the light of these instances Mobile Internet Services were suspended in Pulwama district on Tuesday 19th March 2019.",,
54,3/20/2019,,,News Media Article,https://www.newsnation.in/india-news/encounter-breaks-out-between-security-forces-terrorists-in-jammu-and-kashmirs-shopian-district-article-217754.html,Asia Pacific,,India ,Level 1,"Shopian district, Jammu and Kashmir state",State government,State government,Shutdown,Mobile and broadband,Full,FALSE,FALSE,FALSE,FALSE,FALSE,,,,Unknown ,Other,Precautionary Measure,,Other,Military Action,No ,Yes,Unknown,Unknown,Others,Unknown,,No,,,Internet shutdown in Shopiandistrict following an encounter between the security forces and terrorists,,
57,3/23/2019,3/23/2019,,CSO KIO Partners ,http://digitalrightsmonitor.pk/islamabad-under-partial-network-shutdown/,Asia Pacific,,Pakistan,Level  2,Islamabad & Rawalpindi ,Executive government,Executive government,Shutdown,Mobile,Full,FALSE,FALSE,FALSE,FALSE,FALSE,,None,,Unknown ,National Security / Counter-Terrorism,,,Religious Holiday / Anniversary,,No ,No ,No ,Unknown,Others,Unknown,,Unknown,,,"Mobile services were briefly suspended in parts of Islamabad and Rawalpindi in the wake of military parade on March 23.

March 23 is commemorated as ‘Pakistan Day’ for the passing of Lahore Resolution in 1940 that became the basis of an independent Pakistan. A national holiday is also observed on this day.

According to the residents Digital Rights Monitor talked to, services remained suspended for a few hours from around 8 AM to 12 PM.",,
59,3/28/2019,3/28/2019,,News Media Article,https://thekashmirwalla.com/2019/03/pulwama-shopian-shut-against-militant-killings-clashes-erupt-mobile-internet-suspended/,Asia Pacific,,India ,Level 1,"Pulwama and Shopian, Jammu and Kashmir",State government,State government,Shutdown,Mobile and broadband,Full,FALSE,FALSE,FALSE,FALSE,FALSE,,None,,Unknown ,Other,Precautionary Measure,,Other,Military Action,No ,Yes,Unknown,Unknown,Others,Unknown,,Unknown,,,Internet shutdown in twin district of Pulwama and Shopian following the killing of three local militants in south Kashmir’s Yarwan area of Keller village.,,
60,3/28/2019,,,News Media Article,http://www.uniindia.com/militant-killed-in-kupwara-high-hss-closed-internet-suspended/north/news/1543144.html,Asia Pacific,,India ,Level 1,"Kupwara, Jammu and Kashmir",State government,State government,Shutdown,Mobile and broadband,Full,FALSE,FALSE,FALSE,FALSE,FALSE,,None,,Unknown ,Other,Precautionary Measure,,Other,Military Action,No ,Yes,Unknown,Unknown,Others,Unknown,,Unknown,,,Internet shutdown in Kupwara following gunning down of a terrorist after a Cordon and Search operation (CASO) was carried oput by the security forces,,
61,4/1/2019,,,News Media Article,"https://www.newsx.com/national/pulwama-encounter-4-lashkar-terrorists-killed-3-security-personnel-injured-in-lassipora-area-internet-services-suspended

http://www.ddinews.gov.in/national/jk%C2%A0four-terrorists-killed-encounter-pulwama",Asia Pacific,,India ,Level 1,"Lassipora area, Pulwama, Jammu and Kashmir",State government,State government,Shutdown,Mobile and broadband,Full,FALSE,FALSE,FALSE,FALSE,FALSE,,,,Unknown ,Other,Precautionary Measure,,Other,Military Action,No ,Yes,Unknown,Unknown,Others,Unknown,,Unknown,,,Internet shutdown in Lassipora area of Pulwama as a Precautionary Measure to ensure security after a gunfight broke between the security forces and terrorists in which four LeT terrorists were neutralised and three security forces were severly injured,,
65,4/6/2019,,,News Media Article,http://www.uniindia.com/two-militants-killed-in-shopian-encounter/north/news/1554087.html,Asia Pacific,,India ,Level 1,"Shopian, Jammu and Kashmir",State government,State government,Shutdown,Mobile,Full,FALSE,FALSE,FALSE,FALSE,FALSE,,None,,Unknown ,Other,Precautionary Measure,,Other,Military Action,No ,Yes,Unknown,Unknown,Others,Unknown,,Unknown,,,Internet shutdown in Shopian to prevent spread of rumours following gunning down of two terrorists during a Cordon and Search Operation (CASO),,
